movie_id,movie_name,year,cast
tt9558612,PM Narendra Modi,2019,"Boman Irani, Barkha Bisht, Vivek Oberoi, Prashant Narayanan"
tt10083868,Bole Chudiyan,,"Tamannaah Bhatia, Nawazuddin Siddiqui, Rajpal Naurang Yadav, Aditya Srivastav"
tt0217660,Mohabbat,1997,"Madhuri Dixit, Sanjay Kapoor, Akshaye Khanna, Farooq Shaikh"
tt0278315,Arjun Pandit,1999,"Sunny Deol, Juhi Chawla, Saurabh Shukla, Mukesh Rishi"
tt0101437,Beta,1992,"Anil Kapoor, Madhuri Dixit, Aruna Irani, Laxmikant Berde"
tt0454435,'D',2005,"Randeep Hooda, Chunky Pandey, Rukhsar Rehman, Isha Koppikar"
tt0102846,Saugandh,1991,"Rakhee Gulzar, Akshay Kumar, Shanti Priya, Aryeman Ramsay"
tt0247911,Aap Mujhe Achche Lagne Lage,2002,"Hrithik Roshan, Ameesha Patel, Kiran Kumar, Mukesh Tiwari"
tt7777196,Thackeray,2019,"Nawazuddin Siddiqui, Amrita Rao, Prakash Belawadi, Nilesh Divekar"
tt0187192,Julie,1975,"Lakshmi, Vikram Makandar, Nadira, Utpal Dutt"
tt4486148,Shimla Mirchi,2020,"Hema Malini, Rajkummar Rao, Rakul Preet Singh, Shakti Kapoor"
tt1806913,Golmaal Again,2017,"Ajay Devgn, Arshad Warsi, Tabu, Shreyas Talpade"
tt13131186,Enemy,2021,"Vishal, Arya, Mirnalini Ravi, Mamta Mohandas"
tt0050665,Madhumati,1958,"Dilip Kumar, Vyjayanthimala, Johnny Walker, Pran Sikand"
tt7981392,Kick 2,,"Salman Khan, Jacqueline Fernandez, Randeep Hooda, Akshaye Khanna"
tt6078866,Soni,2018,"Geetika Vidya Ohlyan, Saloni Batra, Vikas Shukla, Mohit Chauhan"
tt0152256,Saagar,1985,"Rishi Kapoor, Kamal Haasan, Dimple Kapadia, Nadira"
tt0399942,Paap,2003,"John Abraham, Udita Goswami, Mohan Agashe, Gulshan Grover"
tt3309662,Jackpot,2013,"Naseeruddin Shah, Sunny Leone, Sachiin Joshi, Bharath Niwas"
tt1050739,Roadside Romeo,2008,"Saif Ali Khan, Kareena Kapoor, Jaaved Jaaferi, Vrajesh Hirjee"
tt13878694,Maarrich,2022,"Tusshar Kapoor, Chelsha Gosai, Aakash Dahiya, Rahul Dev"
tt28089784,Punjab '95,,"Arjun Rampal, Suvinder Vicky, Diljit Dosanjh, Varun Badola"
tt0449228,Dosti: Friends Forever,2005,"Akshay Kumar, Bobby Deol, Kareena Kapoor, Lara Dutta"
tt0120551,Ziddi,1997,"Sunny Deol, Raveena Tandon, Anupam Kher, Ashish Vidyarthi"
tt0138411,Dushmun,1971,"Meena Kumari, Mumtaz Askari, Rajesh Khanna, Kumari Naaz"
tt6986710,The Accidental Prime Minister,2019,"Anupam Kher, Akshaye Khanna, Suzanne Bernert, Vipin Sharma"
tt0395715,Preetam,1971,"Shammi Kapoor, Leena Chandavarkar, Helen, Vinod Khanna"
tt6593054,Drive,2019,"Sushant Singh Rajput, Jacqueline Fernandez, Vikramjeet Virk, Sapna Pabbi"
tt27862531,Ajmer 92,2023,"Karan Verma, Sumit Singh, Rajesh Sharma, Ishan Mishra"
tt15502162,Hindutva,2022,"Agast Anand, Shiven Basnet, Surmeet Basra, Sonarika Bhadoria"
tt10964468,Shakuntala Devi,2020,"Vidya Balan, Adi Chugh, Sanya Malhotra, Jisshu Sengupta"
tt0953306,Anwar,2007,"Siddharth Koirala, Nauheed Cyrusi, Manisha Koirala, Rajpal Naurang Yadav"
tt0415003,Garv: Pride and Honour,2004,"Salman Khan, Shilpa Shetty Kundra, Arbaaz Khan, Akanksha Malhotra"
tt7782402,The Storyteller,2022,"Paresh Rawal, Adil Hussain, Revathi, Tannishtha Chatterjee"
tt0418880,Mere Jeevan Saathi,2006,"Akshay Kumar, Karisma Kapoor, Ameesha Patel, Gulshan Grover"
tt2339505,Kochadaiiyaan,2014,"Rajinikanth, Deepika Padukone, R. Sarathkumar, Jackie Shroff"
tt0260411,Tahkhana,1986,"Hemant Birje, Kamran Rizvi, Arti Gupta, Preeti Sapru"
tt21357600,Bombay,2023,"Gavie Chahal, Deepshikha Nagpal, Danish Bhatt, Ganesh Pai"
tt0107321,King Uncle,1993,"Jackie Shroff, Shah Rukh Khan, Nagma, Sushmita Mukherjee"
tt1169270,Don,2007,"Nagarjuna Akkineni, Anushka Shetty, Raghava Lawrence, Nikhita"
tt16235600,Chhota Bheem aur Krishna: Mayanagari,2011,Vatsal Dubey
tt18377806,Bedhadak,,"Lakshya, Vikram Bhatt, Shanaya Kapoor, Gurfateh Pirzada"
tt3698454,Yaara,2020,"Vidyut Jammwal, Amit Sadh, Mohommed Ali Shah, Kenny Basumatary"
tt8647400,De De Pyaar De,2019,"Ajay Devgn, Tabu, Rakul Preet Singh, Jimmy Shergill"
tt10305616,Malaal,2019,"Meezaan Jafri, Sharmin Segal, Chinmayee Surve, Anil Gawas"
tt8705332,Match Of Life,2022,"Rajpal Naurang Yadav, Sudha Chandran, Pankaj Berry, Supriya Karnik"
tt7647774,Ek Betuke Aadmi Ki Afrah Raatein,2023,"Pawan Chakravarti, Archanna Guptaa, Adil Hussain, Raghav Jhingran"
tt1714832,Do Dooni Chaar,2010,"Rishi Kapoor, Neetu Singh, Aditi Vasudev, Archit Krishna"
tt0172175,Bhabhi,1991,"Bhanupriya, Govinda, Juhi Chawla, Gulshan Grover"
tt0247944,Badal,2000,"Bobby Deol, Rani Mukerji, Mayuri Kango, Ashutosh Rana"
tt3807778,Badla Sherni Ka,2001,"Sapna Sappu, Amit Pachori, Junior Johnny Lever, Anil Nagrath"
tt27613132,Awara Pagal Deewana 2,,"Akshay Kumar, Sanjay Dutt, Disha Patani, Dalip Singh"
tt10318332,Badnaam Gali,2019,"Patralekhaa Paul, Divyendu Sharma, Dolly Ahluwalia, Paritosh Sand"
tt2199711,Vishwaroopam,2013,"Pooja Kumar, Miles Anderson, Kamal Haasan, Rahul Bose"
tt13491620,Unpaused,2020,"Gulshan Devaiah, Saiyami Kher, Richa Chadha, Ishwak Singh"
tt23220368,Vedaat Maratha Veer Daudale Saat,,"Akshay Kumar, Pravin Tarde, Satya Manjrekar, Utkarsh Shinde"
tt18265146,Victoria: Ek Rahasya,2023,"Pushkar Jog, Sonalee Kulkarni, Aashay Kulkarni, Heera Sohal"
tt0173369,Tum Mere Ho,1990,"Aamir Khan, Juhi Chawla, Ajit Vachani, Sudhir Pandey"
tt0326983,Jaani Dushman: Ek Anokhi Kahani,2002,"Sunny Deol, Arman Kohli, Manisha Koirala, Akshay Kumar"
tt0075669,Amar Akbar Anthony,1977,"Vinod Khanna, Rishi Kapoor, Amitabh Bachchan, Shabana Azmi"
tt15547882,Spirit,X,"Shahid Kapoor, Prabhas, Olivia Morris, Trisha Krishnan"
tt0116763,Khamoshi: The Musical,1996,"Manisha Koirala, Nana Patekar, Salman Khan, Seema Biswas"
tt0061072,Teesri Kasam,1966,"Raj Kapoor, Waheeda Rehman, Dulari, Iftekhar"
tt9680136,Pati Patni Aur Woh,2019,"Kartik Aaryan, Bhumi Pednekar, Ananya Panday, Aparshakti Khurana"
tt15516226,Chhatriwali,2023,"Rakul Preet Singh, Sumeet Vyas, Satish Kaushik, Dolly Ahluwalia"
tt10515526,Lootcase,2020,"Kunal Kemmu, Rasika Dugal, Vijay Raaz, Ranvir Shorey"
tt0047990,Devdas,1955,"Dilip Kumar, Suchitra Sen, Vyjayanthimala, Motilal"
tt27028399,Murder Mubarak,,"Vijay Varma, Sara Ali Khan, Pankaj Tripathi, Dimple Kapadia"
tt28539592,Rambo,,"Tiger Shroff, Janhvi Kapoor"
tt23865942,Sarzameen,,"Kajol, Prithviraj Sukumaran, Tota Roy Chowdhury, Rajesh Sharma"
tt24245466,Ruslaan,,"Jagapathi Babu, Aayush Sharma, Vidya Malvade, Richard Bhakti Klein"
tt0150433,Earth,1998,"Aamir Khan, Nandita Das, Rahul Khanna, Maia Sethna"
tt17736704,Mister Mummy,2022,"Riteish Deshmukh, Genelia Deshmukh, Mahesh Manjrekar, Atul Sharma"
tt7317482,Pailwaan,2019,"Suniel Shetty, Sushant Singh, Aakanksha Singh, Sudeep"
tt14873108,Rajnigandha,2021,"Monika Agnihotrie, Parul Agrawal, Zoie Aggarwal Ahmed, Veebha Anand"
tt0067183,Haré Rama Haré Krishna,1971,"Zeenat Aman, Dev Anand, Mumtaz Askari, Baby Guddi"
tt1411956,Sold,2014,"Gillian Anderson, David Arquette, Tillotama Shome, Priyanka Bose"
tt0341266,Bhoot,2003,"Ajay Devgn, Urmila Matondkar, Nana Patekar, Rekha"
tt15334030,Martin,2023,"Dhruva Sarja, Vaibhavi Shandilya, Sriram Reddy Polasane, Nawab Shah"
tt0358053,Pyar Ke Do Pal,1986,"Mithun Chakraborty, Bindu Desai, Krishan Dhawan, Jagdeep"
tt0310254,Tumko Na Bhool Paayenge,2002,"Pankaj Dheer, Arbaaz Khan, Salman Khan, Sushmita Sen"
tt3683702,Fugly,2014,"Jimmy Shergill, Mohit Marwah, Kiara Advani, Vijender Singh"
tt0233226,Anokha Bandhan,1982,"Shabana Azmi, Seema Deo, Vishal Desai, Aruna Irani"
tt1773015,Phas Gaye Re Obama,2010,"Rajat Kapoor, Neha Dhupia, Sanjay Mishra, Manu Rishi Chadha"
tt0429289,Tauba Tauba,2004,"Laxmikant Berde, Bobby Darling, Amin Gazi, Vikaas Kalantari"
tt0073104,Hera Pheri,1976,"Saira Banu, Vinod Khanna, Amitabh Bachchan, Sulakshana Pandit"
tt3142232,Heropanti,2014,"Tiger Shroff, Kriti Sanon, Parthaa Akerkar, Sunil Grover"
tt8458202,Pihu,2016,"Rahul Bagga, Pihu Myra Vishwakarma, Prerna Vishwakarma"
tt14902008,Oh My Ghost,2022,"Sunny Leone, Yogi Babu, Motta Rajendran, Sathish"
tt0126234,Chamatkar,1992,"Naseeruddin Shah, Shah Rukh Khan, Urmila Matondkar, Malvika Tiwari"
tt1288638,Dasvidaniya,2008,"Vinay Pathak, Sarita Joshi, Rajat Kapoor, Saurabh Shukla"
tt0860454,MP3: Mera Pehla Pehla Pyaar,2007,"Menekka Arora, Sarthak Bhasin, Sagar Chawla, Hazel Croney"
tt0346507,Andaaz,2003,"Akshay Kumar, Lara Dutta, Priyanka Chopra Jonas, Rajeev Verma"
tt0388403,Shanakht,1989,"Amitabh Bachchan, Madhuri Dixit, Madhavi"
tt0150251,Daag: A Poem of Love,1973,"Rajesh Khanna, Sharmila Tagore, Rakhee Gulzar, Prem Chopra"
tt10743280,Dostana 2,2021,"Janhvi Kapoor, Abhishek Banerjee, Lakshya, Kirron Kher"
tt0424298,Nache Nagin Gali Gali,1989,"Meenakshi Sheshadri, Nitish Bharadwaj, Sadashiv Amrapurkar, Sahila Chaddha"
tt26659814,Auron Mein Kahan DumTha,,"Ajay Devgn, Tabu, Jimmy Shergill, Shantanu Maheshwari"
tt1242530,What's Your Raashee?,2009,"Harman Baweja, Priyanka Chopra Jonas, Anjan Srivastav, Manju Singh"
tt6041458,Tutak Tutak Tutiya,2016,"Sonu Sood, Rajiv Thakur, Rj Ajay, RJ Balaji"
tt0340178,Jaal: The Trap,2003,"Sunny Deol, Tabu, Reema Sen, Anupam Kher"
tt0088099,Sharaabi,1984,"Amitabh Bachchan, Ranjeet Bedi, Bharat Bhushan, C.S. Dubey"
tt1602476,Badmaa$h Company,2010,"Shahid Kapoor, Anushka Sharma, Meiyang Chang, Vir Das"
tt3483612,Hamari Adhuri Kahani,2015,"Emraan Hashmi, Vidya Balan, Rajkummar Rao, Sara Khan"
tt10351180,Bad Boy,2023,"Namashi Chakraborthy, Amrin Qureshi, Darshan Jariwala, Johny Lever"
tt11231440,Doordarshan,2020,"Manu Rishi Chadha, Mahie Gill, Dolly Ahluwalia, Shardul Rana"
tt0362696,Haasil,2003,"Jimmy Shergill, Hrishitaa Bhatt, Irrfan Khan, Ashutosh Rana"
tt0470869,Neal 'N' Nikki,2005,"Uday Chopra, Tanishaa Mukerji, Abhishek Bachchan, Richa Pallod"
tt0273452,Bandhan,1998,"Jackie Shroff, Salman Khan, Rambha, Ashwini Bhave"
tt1132589,Hijack,2008,"Shiney Ahuja, Mona Ambegaonkar, Ananya Chadha, Gananay Chadha"
tt0422236,Fida,2004,"Kareena Kapoor, Fardeen Khan, Shahid Kapoor, Kim Sharma"
tt13391696,Cold Case,2021,"Prithviraj Sukumaran, Aditi Balan, Lakshmi Priyaa Chandramouli, Anil Nedumangad"
tt3726012,Mastizaade,2016,"Tusshar Kapoor, Vir Das, Sunny Leone, Govardhan Asrani"
tt0402014,Ab Tak Chhappan,2004,"Nana Patekar, Revathi, Yashpal Sharma, Mohan Agashe"
tt0112313,Akele Hum Akele Tum,1995,"Aamir Khan, Manisha Koirala, Master Adil, Deven Verma"
tt0182251,Jab Pyaar Kisise Hota Hai,1998,"Salman Khan, Twinkle Khanna, Johny Lever, Farida Jalal"
tt0090611,Allah-Rakha,1986,"Jackie Shroff, Shammi Kapoor, Waheeda Rehman, Biswajeet Chatterjee"
tt29064031,Bhaagamathie Full Hindi Dubbed Movie,2018,"Jayaram, Asha Sharath, Murli Sharma, Anushka Shetty"
tt0330843,Saathiya,2002,"Vivek Oberoi, Rani Mukerji, Shah Rukh Khan, Tabu"
tt15250998,Ankahi Kahaniya,2021,"Abhishek Banerjee, T.J. Bhanu, Nikhil Dwivedi, Palomi Ghosh"
tt0459516,Pudhu Pettai,2006,"Dhanush, Sneha, Sonia Agarwal, Azhagam Perumal"
tt6950476,Tejas,2023,"Kangana Ranaut, Anshul Chauhan, Varun Mitra, Veenah Naair"
tt6971752,Shubh Mangal Saavdhan,2017,"Ayushmann Khurrana, Bhumi Pednekar, Seema Pahwa, Anshul Chauhan"
tt3469244,Phantom,2015,"Saif Ali Khan, Katrina Kaif, Sabyasachi Chakrabarty, Rajesh Tailang"
tt10280276,Coolie No. 1,2020,"Varun Dhawan, Sara Ali Khan, Paresh Rawal, Jaaved Jaaferi"
tt1509732,Aisha,2010,"Sonam Kapoor, Abhay Deol, Karamjeet Madonna, Amrita Puri"
tt0247394,Gumnaam,1965,"Nanda Karnataki, Manoj Kumar, Pran Sikand, Helen"
tt12312912,Fire in the Mountains,2021,"Vinamrata Rai, Chandan Bisht, Harshita Tiwari, Mayank Singh Jaira"
tt0111780,Yaar Gaddar,1994,"Saif Ali Khan, Sweta, Somy Ali, Deven Bhojani"
tt0112459,Barsaat,1995,"Bobby Deol, Twinkle Khanna, Raj Babbar, Mukesh Khanna"
tt0806088,Heyy Babyy,2007,"Akshay Kumar, Fardeen Khan, Riteish Deshmukh, Vidya Balan"
tt0995035,Dhol,2007,"Sharman Joshi, Tusshar Kapoor, Kunal Kemmu, Rajpal Naurang Yadav"
tt10916102,Bahut Hua Sammaan,2020,"Sanjay Mishra, Ram Kapoor, Raghav Juyal, Dibyendu Bhattacharya"
tt0293342,Lajja,2001,"Manisha Koirala, Jackie Shroff, Madhuri Dixit, Ajay Devgn"
tt0408976,Krishna Cottage,2004,"Sohail Khan, Isha Koppikar, Anita Hassanandani Reddy, Rati Agnihotri"
tt0116726,Jung,1996,"Mithun Chakraborty, Ajay Devgn, Rambha, Vani Viswanath"
tt8133888,Nela Ticket,2018,"Ravi Teja, Malvika Sharma, Jagapathi Babu, Sampath Raj"
tt0484186,Pyasi Nigahen,1990,"Birbal, Sahila Chaddha, Ajinkya Deo, Annu Kapoor"
tt5842616,Veere Di Wedding,2018,"Kareena Kapoor, Sonam Kapoor, Swara Bhasker, Shikha Talsania"
tt0116308,Fire,1996,"Shabana Azmi, Nandita Das, Karishma Jhalani, Ramanjeet Kaur"
tt3742284,NH10,2015,"Anushka Sharma, Neil Bhoopalam, Darshan Kumaar, Deepti Naval"
tt10350626,Gunjan Saxena: The Kargil Girl,2020,"Janhvi Kapoor, Pankaj Tripathi, Angad Bedi, Manav Vij"
tt13698928,Silence... Can You Hear It?,2021,"Sahil Vaid, Saurrabh Kushwaha, Pankaj Anand, Manoj Bajpayee"
tt23220552,Badass Ravikumar,2024,"Prabhu Deva, Himesh Reshammiya, Sonia Kapoor"
tt21074588,Baap,,"Lankesh Bhardwaj, Sanjay Dutt, Sunny Deol, Jackie Shroff"
tt6095994,Khoj,2017,"Vikram Chatterjee, Shataf Figar, Poonam Gurung, Arnab Bhattacharya"
tt0833476,Jhoom Barabar Jhoom,2007,"Abhishek Bachchan, Preity G Zinta, Bobby Deol, Lara Dutta"
tt3036740,Humshakals,2014,"Saif Ali Khan, Riteish Deshmukh, Ram Kapoor, Bipasha Basu"
tt0102701,Prahaar: The Final Attack,1991,"Nana Patekar, Dimple Kapadia, Gautam Joglekar, Madhuri Dixit"
tt0326600,Maine Dil Tujhko Diya,2002,"Sohail Khan, Sameera Reddy, Sanjay Dutt, Kabir Bedi"
tt3483712,Raja Natwarlal,2014,"Emraan Hashmi, Humaima Malik, Paresh Rawal, Kay Kay Menon"
tt12861212,Chhorii,2021,"Nushrratt Bharuccha, Mita Vashisht, Gracy Goswami, Rajesh Jais"
tt0085165,Andhaa Kaanoon,1983,"Rajinikanth, Hema Malini, Reena Roy, Amitabh Bachchan"
tt5178120,The Song of Scorpions,2017,"Golshifteh Farahani, Irrfan Khan, Waheeda Rehman, Shashank Arora"
tt0114231,Ram Jaane,1995,"Shah Rukh Khan, Juhi Chawla, Vivek Mushran, Pankaj Kapur"
tt5785200,Machine,2017,"Kiara Advani, Rishabh Arora, Mustafa Burmawala, Shabbir Burmawala"
tt17320574,Acting Ka Bhoot,2023,"Aham Sharma, Rajni Katiyar, Saanand Verma, Ishtiyak Khan"
tt0255212,Hamara Dil Aapke Paas Hai,2000,"Anil Kapoor, Aishwarya Rai Bachchan, Sonali Bendre, Puru Rajkumar"
tt0285958,Pyaar Ishq Aur Mohabbat,2001,"Arjun Rampal, Kirti Reddy, Suniel Shetty, Aftab Shivdasani"
tt7963804,Pantham,2018,"Gopichand, Mehreen Pirzada, Ajay, Joy Badlani"
tt0456500,Kyaa Kool Hai Hum,2005,"Tusshar Kapoor, Riteish Deshmukh, Isha Koppikar, Neha Dhupia"
tt7527082,Hamid,2018,"Talha Arshad Reshi, Vikas Kumar, Rasika Dugal, Sumit Kaul"
tt0493437,Apna Sapna Money Money,2006,"Riteish Deshmukh, Shreyas Talpade, Riya Sen, Koena Mitra"
tt0272062,Daag: The Fire,1999,"Sanjay Dutt, Chandrachur Singh, Mahima Chaudhry, Shakti Kapoor"
tt0833484,The Killer,2006,"Irrfan Khan, Emraan Hashmi, Priyanka Kothari, Bharti Achrekar"
tt23875222,Mission Lion,,"Tiger Shroff, Sara Ali Khan, Hiten Patel, Atul Sharma"
tt26627624,Siren,2023,"Praveer Shetty, Lasya Ponnu Ash, Achyuth Kumar, Pavitra Lokesh"
tt8976992,Laila Aur Satt Geet,2020,"Navjot Randhawa, Sadakkit Bijran, Shahnawaz Bhat, Ranjit Khajuria"
tt1292703,Oye Lucky! Lucky Oye!,2008,"Abhay Deol, Paresh Rawal, Nitu Chandra, Archana Puran Singh"
tt10463030,Bhoot: Part One - The Haunted Ship,2020,"Vicky Kaushal, Ashutosh Rana, Meher Vij, Akash Dhar"
tt6265050,Shabaash Mithu,2022,"Taapsee Pannu, Vijay Raaz, Geeta Agrawal Sharma, Sameer Dharmadhikari"
tt0437238,Hulchul,2004,"Akshaye Khanna, Kareena Kapoor, Amrish Puri, Lakshmi"
tt8108206,Saand Ki Aankh,2019,"Taapsee Pannu, Bhumi Pednekar, Prakash Jha, Vineet Kumar Singh"
tt0111625,Vijaypath,1994,"Ajay Devgn, Tabu, Suresh Oberoi, Reema Lagoo"
tt13451738,Kodiyil Oruvan,2021,"Vijay Antony, Aathmika, Divya Prabha, Ramachandra Raju"
tt7162758,Paltan,2018,"Jackie Shroff, Arjun Rampal, Sonu Sood, Gurmeet Choudhary"
tt0299108,Rehnaa Hai Terre Dil Mein,2001,"Madhavan, Saif Ali Khan, Dia Mirza, Vrajesh Hirjee"
tt0833553,Ta Ra Rum Pum,2007,"Saif Ali Khan, Rani Mukerji, Jaaved Jaaferi, Ali Haji"
tt11112526,Indoo Ki Jawani,2020,"Kiara Advani, Aditya Seal, Mallika Dua, Kimsa Sok"
tt1954206,The Dirty Picture,2011,"Vidya Balan, Emraan Hashmi, Tusshar Kapoor, Naseeruddin Shah"
tt9495690,Pagalpanti,2019,"Anil Kapoor, John Abraham, Ileana D'Cruz, Arshad Warsi"
tt0330217,Dil Ka Rishta,2003,"Arjun Rampal, Aishwarya Rai Bachchan, Priyanshu Chatterjee, Rakhee Gulzar"
tt10885444,Khaali Peeli,2020,"Ishaan Khattar, Ananya Panday, Sayeem Afran, Jaideep Ahlawat"
tt0178186,Aandhi,1975,"Suchitra Sen, Sanjeev Kumar, Om Shivpuri, Manmohan"
tt3836958,Shamitabh,2015,"Amitabh Bachchan, Dhanush, Akshara Haasan, Abhinaya"
tt1629715,Miss Lovely,2012,"Nawazuddin Siddiqui, Niharika Singh, Anil George, Zeena Bhatia"
tt0084866,Vidhaata,1982,"Tom Alter, Harbans Darshan M. Arora, Birbal, Krishan Dhawan"
tt0070558,Pran Jaye Par Vachan Na Jaye,1974,"Sunil Dutt, Rekha, Bindu Desai, Ranjeet Bedi"
tt0193102,Dil Ka Kya Kasoor,1992,"Prithvi Vazir, Divya Bharti, Sanam, Laxmikant Berde"
tt0111308,Suhaag,1994,"Ajay Devgn, Akshay Kumar, Karisma Kapoor, Nagma"
tt0110942,Raja Babu,1994,"Govinda, Karisma Kapoor, Shakti Kapoor, Kader Khan"
tt13171178,Parivartan,2022,"Vineet Singh Chandel, Geeta Gopal Govekar, Ziya Seikh, Simmran Sharma"
tt3004774,Tigers,2014,"Emraan Hashmi, Geetanjali Thapa, Danny Huston, Khalid Abdalla"
tt0149568,Aa Ab Laut Chalen,1999,"Rajesh Khanna, Akshaye Khanna, Aishwarya Rai Bachchan, Suman Ranganath"
tt0244585,Khubsoorat,1980,"Ashok Kumar, Rekha, Rakesh Roshan, Shashikala Jawalkar"
tt28222781,Untitled SRK-Suhana-Marflix movie,,"Amitabh Bachchan, Vidya Balan, Riteish Deshmukh, Sanjay Dutt"
tt0341549,Rishtey,2002,"Anil Kapoor, Karisma Kapoor, Shilpa Shetty Kundra, Kaivalya Chheda"
tt0172234,Chaahat,1996,"Naseeruddin Shah, Shah Rukh Khan, Pooja Bhatt, Anupam Kher"
tt0294264,Aalavandhan,2001,"Kamal Haasan, Raveena Tandon, Manisha Koirala, Kitu Gidwani"
tt10309906,Shubh Mangal Zyada Saavdhan,2020,"Ayushmann Khurrana, Jitendra Kumar, Gajraj Rao, Neena Gupta"
tt5358948,One Night Stand,2016,"Tanuj Virwani, Sunny Leone, Narendra Jetley, Aamir Ahmed"
tt0082644,Laawaris,1981,"Amitabh Bachchan, Zeenat Aman, Rakhee Gulzar, Amjad Khan"
tt0266439,Dacait,1987,"Rakhee Gulzar, Sunny Deol, Meenakshi Sheshadri, Suresh Oberoi"
tt0091598,Naam,1986,"Nutan, Kumar Gaurav, Sanjay Dutt, Poonam Dhillon"
tt0824375,Nishabd,2007,"Amitabh Bachchan, Jiah Khan, Revathi, Nassar"
tt0213753,Kadhalar Dinam,1999,"Kunal, Sonali Bendre, Nassar, Goundamani"
tt2976172,Sixteen,2013,"Wamiqa Gabbi, Izabelle Leite, Mehak Manwani, Highphill Mathew"
tt10816692,Lohardaga,2023,"Priya Ambust, Raquib Arshad, Sanjay Barman, Amit Kumar Bhagat"
tt1582597,Sathyam,2008,"Vishal, Nayanthara, Brahmanandam, Kota Srinivasa Rao"
tt12338956,Salmon 3D,2023,"Vijay Yesudas, Jonita Doda, Rajeev Pillai, Dhruvanth"
tt0107060,Gumrah,1993,"Sanjay Dutt, Sridevi, Anupam Kher, Rahul Roy"
tt0091256,Ijaazat,1987,"Rekha, Naseeruddin Shah, Anuradha Patel, Rammohan Sharma"
tt4896974,Chimanee Pakhre,2000,"Anand Abhyankar, Laxmikant Berde, Priya Arun Berde, Nagesh Bhonsle"
tt1194608,Ek Vivaah... Aisa Bhi,2008,"Isha Koppikar, Sonu Sood, Anand Abhyankar, Daman Baggan"
tt1578261,Break Ke Baad,2010,"Imran Khan, Deepika Padukone, Namit Shah, Parzaan Dastur"
tt2137241,Rock On 2,2016,"Farhan Akhtar, Shraddha Kapoor, Arjun Rampal, Purab Kohli"
tt0233938,Indrasabha,1932,"Nissar, Jehanara Kajjan, Abdul Rehman Kabuli, Mukhtar Begum"
tt4501268,Maharaj,,"Jaideep Ahlawat, Sharvari Wagh, Shalini Pandey, Mark Bennington"
tt6424216,21: Battle of Saragarhi,,"Randeep Hooda, Vikramjeet Virk, Apinderdeep Singh, Nitin Chauhan"
tt1629241,Bumm Bumm Bole,2010,"Atul Kulkarni, Rituparna Sengupta, Darsheel Safary, Ziyah Vastani"
tt0109134,Anjaam,1994,"Madhuri Dixit, Shah Rukh Khan, Tinnu Anand, Johny Lever"
tt11027850,Hacked,2020,"Hina Khan, Komal Chhabria, Sougata Ghosh, Rohan Shah"
tt15715122,Dybbuk: The Curse Is Real,2021,"Emraan Hashmi, Nikita Dutta, Manav Kaul, Imaaduddin Shah"
tt0272118,Haathi Mere Saathi,1971,"Rajesh Khanna, Tanuja Samarth, David Abraham, Sujit Kumar"
tt0151511,Mausam,1975,"Sanjeev Kumar, Sharmila Tagore, Om Shivpuri, Agha"
tt4545630,Sardaar Gabbar Singh,2016,"Pawan Kalyan, Kajal Aggarwal, Sharad Kelkar, Sanjjanaa Galrani"
tt0100857,Vardi,1989,"Sunny Deol, Jackie Shroff, Kimi Katkar, Madhuri Dixit"
tt0270820,Aag Ke Sholay,1988,"Sumeet Saigal, Vijayata Pandit, Hemant Birje, Sripradha"
tt21387380,Kacchey Limbu,2022,"Sukhita Aiyar, Rajat Barmecha, Radhika Madan, Ayush Mehra"
tt0328671,Yeh Hai Jalwa,2002,"Rishi Kapoor, Salman Khan, Ameesha Patel, Rati Agnihotri"
tt0758053,Saawariya,2007,"Ranbir Kapoor, Sonam Kapoor, Salman Khan, Rani Mukerji"
tt21279420,Emergency,2023,"Anupam Kher, Kangana Ranaut, Satish Kaushik, Mahima Chaudhry"
tt0341455,Makdee,2002,"Shabana Azmi, Shweta Basu Prasad, Makrand Deshpande, Aalaap Majgavkar"
tt13149544,Black Rose,2021,"Samiksha Bhatnagar, Abhilash Narain, Sanjana Shukla, Jai Shanker Tripathi"
tt0082594,Kaalia,1981,"Amitabh Bachchan, Asha Parekh, Parveen Babi, Amjad Khan"
tt0084532,Prem Rog,1982,"Shammi Kapoor, Nanda Karnataki, Tanuja Samarth, Vijayendra Ghatge"
tt0490210,Sarkar Raj,2008,"Amitabh Bachchan, Abhishek Bachchan, Aishwarya Rai Bachchan, Ravi Kale"
tt1267500,Phoonk,2008,"Sudeep, Amruta Khanvilkar, Ahsaas Channa, Ashwini Kalsekar"
tt0259322,Gehrayee,1980,"Shreeram Lagoo, Anant Nag, Indrani Mukherjee, Padmini Kolhapure"
tt1773109,Yamla Pagla Deewana,2011,"Nafisa Ali, Yugesh Anil, Madhuri Bhattacharya, Bhupindder Bhoopii"
tt0173156,Saajan Ka Ghar,1994,"Rishi Kapoor, Juhi Chawla, Deepak Tijori, Farheen"
tt0490170,Love Story 2050,2008,"Harman Baweja, Priyanka Chopra Jonas, Boman Irani, Archana Puran Singh"
tt5954088,Commando 2,2017,"Vidyut Jammwal, Adah Sharma, Esha Gupta, Freddy Daruwala"
tt5749012,Mehsampur,2018,"Lal Chand, Navjot Randhawa, Devrath Joshi, Jagjeet Sandhu"
